lag_hours,acf_diff24,pacf_diff24
1,0.8398693657710564,0.8398693657710566
2,0.6712002574114581,-0.11601506394191168
3,0.5427523776475047,0.03808399928353987
4,0.43922477850808606,-0.007082659310553211
6,0.29340124983807647,0.009097066882469132
12,0.08655633420076561,0.006849448073363611
24,-0.3893316558460433,-0.1286243585172785
48,-0.07524990923082553,-0.06923882793915348
72,-0.012917781327058604,-0.043325054352018555
